id,name,skill,age,gender,availability_status,rating,language,hobli
8853,Labor 853,Field Worker,24,female,part-time,2.9,Kannada,Hukeri Hobli
8854,Labor 854,Field Worker,46,female,unavailable,1.7,Telugu,Chinchkheda Hobli
8855,Labor 855,Field Worker,36,female,available,3.7,Punjabi,Gokak Hobli
8856,Labor 856,Field Worker,43,female,part-time,1,Hindi,Kavoor Hobli
8857,Labor 857,Field Worker,23,female,unavailable,4.9,Kannada,Suratkal Hobli
8858,Labor 858,Field Worker,52,male,available,1.3,Telugu,Bajpe Hobli
8859,Labor 859,Field Worker,23,male,part-time,2.9,Punjabi,Mulki Hobli
8860,Labor 860,Field Worker,27,female,unavailable,1.3,Hindi,Puttur Hobli
8861,Labor 861,Field Worker,25,female,available,2.5,Kannada,Bellare Hobli
8862,Labor 862,Field Worker,25,female,part-time,4.9,Telugu,Kadaba Hobli
8863,Labor 863,Field Worker,53,male,unavailable,2.5,Punjabi,Chikkamagaluru Hobli
8864,Labor 864,Field Worker,35,female,available,1.7,Hindi,Mudigere Hobli
8865,Labor 865,Field Worker,28,female,part-time,4.6,Kannada,Kadur Hobli
8866,Labor 866,Field Worker,30,female,unavailable,1.6,Telugu,Tarikere Hobli
8867,Labor 867,Field Worker,30,female,available,1.5,Punjabi,Koppa Hobli
8868,Labor 868,Field Worker,44,female,part-time,4.4,Hindi,N.R. Pura Hobli
8869,Labor 869,Field Worker,19,female,unavailable,4.1,Kannada,Bhadravati Hobli
8870,Labor 870,Field Worker,24,male,available,3.6,Telugu,Tumkur Hobli
8871,Labor 871,Field Worker,60,female,part-time,1.1,Punjabi,Sira Hobli
8872,Labor 872,Field Worker,22,male,unavailable,1.6,Hindi,Madhugiri Hobli
8873,Labor 873,Field Worker,28,female,available,1.2,Kannada,Pavagada Hobli
8874,Labor 874,Field Worker,18,female,part-time,2.5,Telugu,Tiptur Hobli
8875,Labor 875,Field Worker,27,male,unavailable,2.5,Punjabi,Gubbi Hobli
8876,Labor 876,Field Worker,52,female,available,2.2,Hindi,Kunigal Hobli
8877,Labor 877,Field Worker,47,male,part-time,2.3,Kannada,Karwar Hobli
8878,Labor 878,Field Worker,26,male,unavailable,3.5,Telugu,Bhatkal Hobli
8879,Labor 879,Field Worker,59,female,available,4.5,Punjabi,Kumta Hobli
8880,Labor 880,Field Worker,40,female,part-time,2.4,Hindi,Honavar Hobli
8881,Labor 881,Field Worker,53,male,unavailable,3.6,Kannada,Honavar Hobli
8882,Labor 882,Field Worker,27,male,available,4.6,Telugu,Jalahalli Hobli
8883,Labor 883,Field Worker,27,male,part-time,1.9,Punjabi,Yelahanka Hobli
8884,Labor 884,Field Worker,60,male,unavailable,1.8,Hindi,Hebbal Hobli
8885,Labor 885,Field Worker,31,female,available,4.2,Kannada,Hennur Hobli
8886,Labor 886,Field Worker,27,female,part-time,3.5,Telugu,Banaswadi Hobli
8887,Labor 887,Field Worker,23,female,unavailable,2.9,Punjabi,Anekal Hobli
8888,Labor 888,Field Worker,20,female,available,1.2,Hindi,Koramangala Hobli
8889,Labor 889,Field Worker,49,male,part-time,1.8,Kannada,Begur Hobli
8890,Labor 890,Field Worker,41,male,unavailable,4.7,Telugu,Banashankari Hobli
8891,Labor 891,Field Worker,29,female,available,1.3,Punjabi,Nazarabad Hobli
8892,Labor 892,Field Worker,44,female,part-time,3.1,Hindi,Bannimantap Hobli
8893,Labor 893,Field Worker,59,male,unavailable,2.3,Kannada,Hinkal Hobli
8894,Labor 894,Field Worker,55,male,available,3.6,Telugu,T. Narasipura Hobli
8895,Labor 895,Field Worker,54,male,part-time,4.8,Punjabi,Nanjangud Hobli
8896,Labor 896,Field Worker,55,male,unavailable,4.2,Hindi,Muddur Hobli
8897,Labor 897,Field Worker,41,male,available,4.8,Kannada,Kammalapura Hobli
8898,Labor 898,Field Worker,50,female,part-time,3.5,Telugu,Savadatti Hobli
8899,Labor 899,Field Worker,26,male,unavailable,4.9,Punjabi,Murgod Hobli
8900,Labor 900,Plowing (Traditional & Tractor),38,female,available,1.5,Hindi,Kakati Hobli
8901,Labor 901,Field Worker,19,female,part-time,2.1,Kannada,Kittur Hobli
8902,Labor 902,Field Worker,48,female,unavailable,3.6,Telugu,Hukeri Hobli
8903,Labor 903,Field Worker,18,male,available,2.5,Punjabi,Chinchkheda Hobli
8904,Labor 904,Field Worker,44,female,part-time,4.3,Hindi,Gokak Hobli
8905,Labor 905,Field Worker,31,male,unavailable,4.3,Kannada,Kavoor Hobli
8906,Labor 906,Field Worker,44,female,available,2.3,Telugu,Suratkal Hobli
8907,Labor 907,Field Worker,49,female,part-time,2.5,Punjabi,Bajpe Hobli
8908,Labor 908,Field Worker,49,female,unavailable,3.4,Hindi,Mulki Hobli
8909,Labor 909,Field Worker,30,female,available,3.5,Kannada,Puttur Hobli
8910,Labor 910,Field Worker,20,male,part-time,3.9,Telugu,Bellare Hobli
8911,Labor 911,Field Worker,37,male,unavailable,2.7,Punjabi,Kadaba Hobli
8912,Labor 912,Field Worker,43,female,available,4.9,Hindi,Chikkamagaluru Hobli
8913,Labor 913,Field Worker,43,male,part-time,3.7,Kannada,Mudigere Hobli
8914,Labor 914,Field Worker,22,female,unavailable,1.9,Telugu,Kadur Hobli
8915,Labor 915,Field Worker,43,male,available,3.2,Punjabi,Tarikere Hobli
8916,Labor 916,Field Worker,59,male,part-time,1.7,Hindi,Koppa Hobli
8917,Labor 917,Field Worker,26,male,unavailable,4.1,Kannada,N.R. Pura Hobli
8918,Labor 918,Field Worker,36,female,available,4.8,Telugu,Bhadravati Hobli
8919,Labor 919,Field Worker,26,male,part-time,1.3,Punjabi,Tumkur Hobli
8920,Labor 920,Field Worker,59,female,unavailable,2.1,Hindi,Sira Hobli
8921,Labor 921,Field Worker,36,male,available,3.1,Kannada,Madhugiri Hobli
8922,Labor 922,Field Worker,39,female,part-time,2.4,Telugu,Pavagada Hobli
8923,Labor 923,Field Worker,51,female,unavailable,1.9,Punjabi,Tiptur Hobli
8924,Labor 924,Field Worker,34,male,available,1.8,Hindi,Gubbi Hobli
8925,Labor 925,Field Worker,27,male,part-time,2.9,Kannada,Kunigal Hobli
8926,Labor 926,Field Worker,25,male,unavailable,2.2,Telugu,Karwar Hobli
8927,Labor 927,Field Worker,36,male,available,4.8,Punjabi,Bhatkal Hobli
8928,Labor 928,Field Worker,60,male,part-time,3.1,Hindi,Kumta Hobli
8929,Labor 929,Field Worker,30,female,unavailable,3.6,Kannada,Honavar Hobli
8930,Labor 930,Field Worker,42,female,available,4.3,Telugu,Honavar Hobli
8931,Labor 931,Field Worker,35,female,part-time,2.8,Punjabi,Jalahalli Hobli
8932,Labor 932,Field Worker,46,female,unavailable,3.5,Hindi,Yelahanka Hobli
8933,Labor 933,Field Worker,35,male,available,2.4,Kannada,Hebbal Hobli
8934,Labor 934,Field Worker,37,male,part-time,3.7,Telugu,Hennur Hobli
8935,Labor 935,Field Worker,51,female,unavailable,3.8,Punjabi,Banaswadi Hobli
8936,Labor 936,Field Worker,24,female,available,3.4,Hindi,Anekal Hobli
8937,Labor 937,Field Worker,26,male,part-time,2.2,Kannada,Koramangala Hobli
8938,Labor 938,Field Worker,60,female,unavailable,1.1,Telugu,Begur Hobli
8939,Labor 939,Field Worker,25,female,available,2.5,Punjabi,Banashankari Hobli
8940,Labor 940,Field Worker,43,female,part-time,1.2,Hindi,Nazarabad Hobli
8941,Labor 941,Field Worker,18,female,unavailable,1.9,Kannada,Bannimantap Hobli
8942,Labor 942,Field Worker,45,male,available,2.3,Telugu,Hinkal Hobli
8943,Labor 943,Field Worker,32,female,part-time,3.4,Punjabi,T. Narasipura Hobli
8944,Labor 944,Field Worker,52,male,unavailable,4.3,Hindi,Nanjangud Hobli
8945,Labor 945,Field Worker,34,male,available,1.4,Kannada,Muddur Hobli
8946,Labor 946,Field Worker,22,male,part-time,1.2,Telugu,Kammalapura Hobli
8947,Labor 947,Field Worker,36,male,unavailable,4.6,Punjabi,Savadatti Hobli
8948,Labor 948,Field Worker,32,female,available,4.4,Hindi,Murgod Hobli
8949,Labor 949,Field Worker,32,male,part-time,3.6,Kannada,Kakati Hobli
8950,Labor 950,Field Worker,54,male,unavailable,1.2,Telugu,Kittur Hobli
8951,Labor 951,Field Worker,31,male,available,1.6,Punjabi,Hukeri Hobli
8952,Labor 952,Field Worker,41,male,part-time,2.4,Hindi,Chinchkheda Hobli
8953,Labor 953,Field Worker,26,female,unavailable,1.4,Kannada,Gokak Hobli
8954,Labor 954,Field Worker,47,male,available,4.1,Telugu,Kavoor Hobli
8955,Labor 955,Field Worker,32,male,part-time,1.1,Punjabi,Suratkal Hobli
8956,Labor 956,Field Worker,54,male,unavailable,3.3,Hindi,Bajpe Hobli
8957,Labor 957,Field Worker,24,male,available,4.7,Kannada,Mulki Hobli
8958,Labor 958,Field Worker,34,male,part-time,3,Telugu,Puttur Hobli
8959,Labor 959,Field Worker,22,male,unavailable,1.2,Punjabi,Bellare Hobli
8960,Labor 960,Plowing (Traditional & Tractor),59,female,available,3.9,Hindi,Kadaba Hobli
8961,Labor 961,Field Worker,36,male,part-time,4.4,Kannada,Chikkamagaluru Hobli
8962,Labor 962,Field Worker,24,male,unavailable,3.1,Telugu,Mudigere Hobli
8963,Labor 963,Field Worker,60,male,available,1.3,Punjabi,Kadur Hobli
8964,Labor 964,Field Worker,24,female,part-time,2,Hindi,Tarikere Hobli
8965,Labor 965,Field Worker,44,male,unavailable,4.1,Kannada,Koppa Hobli
8966,Labor 966,Field Worker,56,male,available,1,Telugu,N.R. Pura Hobli
8967,Labor 967,Field Worker,44,male,part-time,2.1,Punjabi,Bhadravati Hobli
8968,Labor 968,Field Worker,33,female,unavailable,4.4,Hindi,Tumkur Hobli
8969,Labor 969,Field Worker,29,female,available,4.9,Kannada,Sira Hobli
8970,Labor 970,Field Worker,43,male,part-time,3.4,Telugu,Madhugiri Hobli
8971,Labor 971,Field Worker,49,female,unavailable,2.1,Punjabi,Pavagada Hobli
8972,Labor 972,Field Worker,48,female,available,2.6,Hindi,Tiptur Hobli
8973,Labor 973,Field Worker,58,male,part-time,2.2,Kannada,Gubbi Hobli
8974,Labor 974,Field Worker,29,male,unavailable,2,Telugu,Kunigal Hobli
8975,Labor 975,Field Worker,60,male,available,1.7,Punjabi,Karwar Hobli
8976,Labor 976,Field Worker,28,female,part-time,2.6,Hindi,Bhatkal Hobli
8977,Labor 977,Field Worker,22,male,unavailable,3.4,Kannada,Kumta Hobli
8978,Labor 978,Field Worker,52,male,available,3.7,Telugu,Honavar Hobli
8979,Labor 979,Field Worker,48,male,part-time,2.4,Punjabi,Honavar Hobli
8980,Labor 980,Field Worker,30,male,unavailable,1.6,Hindi,Jalahalli Hobli
8981,Labor 981,Field Worker,42,male,available,1.4,Kannada,Yelahanka Hobli
8982,Labor 982,Field Worker,34,female,part-time,4.7,Telugu,Hebbal Hobli
8983,Labor 983,Field Worker,50,female,unavailable,3.7,Punjabi,Hennur Hobli
8984,Labor 984,Field Worker,36,male,available,1.8,Hindi,Banaswadi Hobli
8985,Labor 985,Field Worker,49,male,part-time,1.9,Kannada,Anekal Hobli
8986,Labor 986,Field Worker,54,female,unavailable,2.7,Telugu,Koramangala Hobli
8987,Labor 987,Field Worker,33,male,available,2.4,Punjabi,Begur Hobli
8988,Labor 988,Field Worker,30,male,part-time,2.1,Hindi,Banashankari Hobli
8989,Labor 989,Field Worker,23,female,unavailable,3,Kannada,Nazarabad Hobli
8990,Labor 990,Field Worker,23,male,available,3.2,Telugu,Bannimantap Hobli
8991,Labor 991,Field Worker,24,male,part-time,1.5,Punjabi,Hinkal Hobli
8992,Labor 992,Field Worker,30,male,unavailable,2.8,Hindi,T. Narasipura Hobli
8993,Labor 993,Field Worker,21,male,available,4.6,Kannada,Nanjangud Hobli
8994,Labor 994,Field Worker,37,female,part-time,3.1,Telugu,Muddur Hobli
8995,Labor 995,Field Worker,54,female,unavailable,1.1,Punjabi,Kammalapura Hobli
8996,Labor 996,Field Worker,58,female,available,3.6,Hindi,Savadatti Hobli
8997,Labor 997,Field Worker,23,female,part-time,4.7,Kannada,Murgod Hobli
8998,Labor 998,Field Worker,48,female,unavailable,3.2,Telugu,Kakati Hobli
8999,Labor 999,Field Worker,39,female,available,1.1,Punjabi,Kittur Hobli
9000,Labor 1000,Field Worker,36,male,part-time,1.4,Hindi,Hukeri Hobli
9001,Labor 1,Leveling and Soil Tillage,21,female,part-time,1.2,Kannada,Yelahanka Hobli
9002,Labor 2,Composting/Manure Application,46,male,unavailable,4.6,Telugu,Hebbal Hobli
9003,Labor 3,Mulching Techniques,28,male,available,2.5,Punjabi,Hennur Hobli
9004,Labor 4,Seed Sowing (Manual & Machine),40,female,part-time,3.3,Hindi,Banaswadi Hobli
9005,Labor 5,"Seedling Transplantation (Paddy, Vegetables)",50,male,unavailable,4.2,Kannada,Anekal Hobli
9006,Labor 6,Nursery Management,22,male,available,4,Telugu,Koramangala Hobli
9007,Labor 7,Seed Treatment,40,female,part-time,1.5,Punjabi,Begur Hobli
9008,Labor 8,"Weeding (Manual, Chemical, Mechanical)",19,female,unavailable,3.9,Hindi,Banashankari Hobli
9009,Labor 9,"Fertilizer Application (DAP, Urea, Organic)",40,male,available,4.6,Kannada,Nazarabad Hobli
9010,Labor 10,Pest/Disease Identification & Management,29,female,part-time,4.1,Telugu,Bannimantap Hobli
9011,Labor 11,"Pruning and Training (Fruit Trees, Vineyards)",56,male,unavailable,4.6,Punjabi,Hinkal Hobli
9012,Labor 12,"Grain Harvesting (Wheat, Rice, Maize)",60,female,available,4.4,Hindi,T. Narasipura Hobli
9013,Labor 13,"Fruit Picking (Mango, Banana, Citrus)",18,female,part-time,3.4,Kannada,Nanjangud Hobli
9014,Labor 14,"Vegetable Harvesting (Tomato, Onion, Potato)",46,male,unavailable,4.2,Telugu,Muddur Hobli
9015,Labor 15,Tea/Coffee Plucking,18,female,available,4.1,Punjabi,Kammalapura Hobli
9016,Labor 16,Threshing (Manual & Machine),49,male,part-time,1,Hindi,Savadatti Hobli
9017,Labor 17,Winnowing and Cleaning,22,female,unavailable,4,Kannada,Murgod Hobli
9018,Labor 18,Grading and Sorting,54,male,available,1.9,Telugu,Kakati Hobli
9019,Labor 19,"Storage (Grain Silos, Cold Storage)",29,male,part-time,1.5,Punjabi,Kittur Hobli
9020,Labor 20,Tractor Operations,60,female,unavailable,1.5,Hindi,Hukeri Hobli
9021,Labor 21,Plowing/Harrowing,22,male,available,1.6,Kannada,Chinchkheda Hobli
9022,Labor 22,Seeding/Planting Attachments,52,female,part-time,4.3,Telugu,Gokak Hobli
9023,Labor 23,Trailer Handling,51,male,unavailable,4.6,Punjabi,Kavoor Hobli
9024,Labor 24,Drip Irrigation Setup,28,female,available,2.1,Hindi,Suratkal Hobli
9025,Labor 25,Sprinkler Operation,43,male,part-time,3.4,Kannada,Bajpe Hobli
9026,Labor 26,Pump Maintenance,47,female,unavailable,3.2,Telugu,Mulki Hobli
9027,Labor 27,Combine Harvester Operation,51,male,available,1.1,Punjabi,Puttur Hobli
9028,Labor 28,Power Tiller Usage,43,female,part-time,2.9,Hindi,Bellare Hobli
9029,Labor 29,Thresher Operation,37,female,unavailable,4.6,Kannada,Kadaba Hobli
9030,Labor 30,Animal Husbandry,21,female,available,2.3,Telugu,Chikkamagaluru Hobli
9031,Labor 31,"Dairy Farming (Milking, Feed Management)",57,female,part-time,1.1,Punjabi,Mudigere Hobli
9032,Labor 32,"Poultry Care (Vaccination, Brooding)",28,female,unavailable,4.9,Hindi,Kadur Hobli
9033,Labor 33,Goat/Sheep Rearing,57,female,available,1.7,Kannada,Tarikere Hobli
9034,Labor 34,Fisheries,37,male,part-time,1,Telugu,Koppa Hobli
9035,Labor 35,Pond Preparation,23,female,unavailable,1.8,Punjabi,N.R. Pura Hobli
9036,Labor 36,Fish Feeding Techniques,34,female,available,2.8,Hindi,Bhadravati Hobli
9037,Labor 37,Net Casting/Harvesting,27,male,part-time,1,Kannada,Tumkur Hobli
9038,Labor 38,Organic Farming,45,female,unavailable,4.3,Telugu,Sira Hobli
9039,Labor 39,Vermicomposting,23,female,available,3.6,Punjabi,Madhugiri Hobli
9040,Labor 40,Biofertilizer Application,47,female,part-time,3.2,Hindi,Pavagada Hobli
9041,Labor 41,"Natural Pest Control (Neem, Cow Urine)",59,female,unavailable,4.7,Kannada,Tiptur Hobli
9042,Labor 42,Greenhouse Management,52,male,available,1.8,Telugu,Gubbi Hobli
9043,Labor 43,Polyhouse Maintenance,20,male,part-time,4.8,Punjabi,Kunigal Hobli
9044,Labor 44,Hydroponics/Aquaponics,40,female,unavailable,1.2,Hindi,Karwar Hobli
9045,Labor 45,Agroforestry,43,male,available,2,Kannada,Bhatkal Hobli
9046,Labor 46,Sapling Planting,34,male,part-time,1.2,Telugu,Kumta Hobli
9047,Labor 47,Timber Harvesting,41,female,unavailable,4.3,Punjabi,Honavar Hobli
9048,Labor 48,Beekeeping (for Pollination),35,female,available,4.1,Hindi,Honavar Hobli
9049,Labor 49,Irrigation Technician,33,female,part-time,3.7,Kannada,Jalahalli Hobli
9050,Labor 50,Land Leveler,39,female,unavailable,1.5,Telugu,Yelahanka Hobli
9051,Labor 51,Crop Duster Operator,32,male,available,1.2,Punjabi,Hebbal Hobli
9052,Labor 52,Harvesting Laborer,35,male,part-time,3.7,Hindi,Hennur Hobli
9053,Labor 53,Seeder Operator,47,male,unavailable,2.2,Kannada,Banaswadi Hobli
9054,Labor 54,Fertilizer Applicator,26,female,available,4.4,Telugu,Anekal Hobli
9055,Labor 55,Soil Preparation Laborer,59,female,part-time,3.9,Punjabi,Koramangala Hobli
9056,Labor 56,Weeder,28,male,unavailable,2.6,Hindi,Begur Hobli
9057,Labor 57,Farm Laborer,30,female,available,4.4,Kannada,Banashankari Hobli
9058,Labor 58,Livestock Caretaker,41,male,part-time,3.8,Telugu,Nazarabad Hobli
9059,Labor 59,Water Carrier,34,female,unavailable,3.4,Punjabi,Bannimantap Hobli
9060,Labor 60,Plowing (Traditional & Tractor),27,female,available,4.1,Hindi,Hinkal Hobli
9061,Labor 61,Leveling and Soil Tillage,30,male,part-time,3.7,Kannada,T. Narasipura Hobli
9062,Labor 62,Composting/Manure Application,21,male,unavailable,2.5,Telugu,Nanjangud Hobli
9063,Labor 63,Mulching Techniques,35,female,available,3.8,Punjabi,Muddur Hobli
9064,Labor 64,Seed Sowing (Manual & Machine),31,male,part-time,2.7,Hindi,Kammalapura Hobli
9065,Labor 65,"Seedling Transplantation (Paddy, Vegetables)",31,male,unavailable,3.3,Kannada,Savadatti Hobli
9066,Labor 66,Nursery Management,50,female,available,2.9,Telugu,Murgod Hobli
9067,Labor 67,Seed Treatment,19,female,part-time,4.7,Punjabi,Kakati Hobli
9068,Labor 68,"Weeding (Manual, Chemical, Mechanical)",47,female,unavailable,4.4,Hindi,Kittur Hobli
9069,Labor 69,"Fertilizer Application (DAP, Urea, Organic)",56,female,available,2.7,Kannada,Hukeri Hobli
9070,Labor 70,Pest/Disease Identification & Management,19,female,part-time,4.6,Telugu,Chinchkheda Hobli
9071,Labor 71,"Pruning and Training (Fruit Trees, Vineyards)",33,female,unavailable,2.7,Punjabi,Gokak Hobli
9072,Labor 72,"Grain Harvesting (Wheat, Rice, Maize)",39,female,available,4.9,Hindi,Kavoor Hobli
9073,Labor 73,"Fruit Picking (Mango, Banana, Citrus)",46,female,part-time,1.6,Kannada,Suratkal Hobli
9074,Labor 74,"Vegetable Harvesting (Tomato, Onion, Potato)",24,female,unavailable,1.8,Telugu,Bajpe Hobli
9075,Labor 75,Tea/Coffee Plucking,51,female,available,4.9,Punjabi,Mulki Hobli
9076,Labor 76,Threshing (Manual & Machine),57,female,part-time,3.3,Hindi,Puttur Hobli
9077,Labor 77,Winnowing and Cleaning,26,male,unavailable,2.9,Kannada,Bellare Hobli
9078,Labor 78,Grading and Sorting,51,female,available,1.1,Telugu,Kadaba Hobli
9079,Labor 79,"Storage (Grain Silos, Cold Storage)",36,male,part-time,2.2,Punjabi,Chikkamagaluru Hobli
9080,Labor 80,Tractor Operations,49,male,unavailable,3.4,Hindi,Mudigere Hobli
9081,Labor 81,Plowing/Harrowing,38,female,available,2.1,Kannada,Kadur Hobli
9082,Labor 82,Seeding/Planting Attachments,25,female,part-time,2.6,Telugu,Tarikere Hobli
9083,Labor 83,Trailer Handling,52,male,unavailable,3.8,Punjabi,Koppa Hobli
9084,Labor 84,Drip Irrigation Setup,32,female,available,3.9,Hindi,N.R. Pura Hobli
9085,Labor 85,Sprinkler Operation,18,female,part-time,3.6,Kannada,Bhadravati Hobli
9086,Labor 86,Pump Maintenance,55,female,unavailable,4.2,Telugu,Tumkur Hobli
9087,Labor 87,Combine Harvester Operation,55,male,available,4.6,Punjabi,Sira Hobli
9088,Labor 88,Power Tiller Usage,22,female,part-time,3.8,Hindi,Madhugiri Hobli
9089,Labor 89,Thresher Operation,37,male,unavailable,2.3,Kannada,Pavagada Hobli
9090,Labor 90,Animal Husbandry,35,male,available,2.6,Telugu,Tiptur Hobli
9091,Labor 91,"Dairy Farming (Milking, Feed Management)",37,female,part-time,4.9,Punjabi,Gubbi Hobli
9092,Labor 92,"Poultry Care (Vaccination, Brooding)",34,female,unavailable,1.1,Hindi,Kunigal Hobli
9093,Labor 93,Goat/Sheep Rearing,59,male,available,2.5,Kannada,Karwar Hobli
9094,Labor 94,Fisheries,38,female,part-time,2.7,Telugu,Bhatkal Hobli
9095,Labor 95,Pond Preparation,26,female,unavailable,2.8,Punjabi,Kumta Hobli
9096,Labor 96,Fish Feeding Techniques,19,male,available,4.8,Hindi,Honavar Hobli
9097,Labor 97,Net Casting/Harvesting,55,female,part-time,2.5,Kannada,Honavar Hobli
9098,Labor 98,Organic Farming,41,female,unavailable,2.1,Telugu,Jalahalli Hobli
9099,Labor 99,Vermicomposting,59,male,available,1.4,Punjabi,Yelahanka Hobli
9100,Labor 100,Biofertilizer Application,18,male,part-time,2.7,Hindi,Hebbal Hobli
9101,Labor 101,"Natural Pest Control (Neem, Cow Urine)",28,male,unavailable,2,Kannada,Hennur Hobli
9102,Labor 102,Greenhouse Management,20,male,available,4.8,Telugu,Banaswadi Hobli
9103,Labor 103,Polyhouse Maintenance,33,male,part-time,2.5,Punjabi,Anekal Hobli
9104,Labor 104,Hydroponics/Aquaponics,21,male,unavailable,3,Hindi,Koramangala Hobli
9105,Labor 105,Agroforestry,43,male,available,2.9,Kannada,Begur Hobli
9106,Labor 106,Sapling Planting,23,male,part-time,3.7,Telugu,Banashankari Hobli
9107,Labor 107,Timber Harvesting,43,male,unavailable,3.2,Punjabi,Nazarabad Hobli
9108,Labor 108,Beekeeping (for Pollination),20,female,available,4.2,Hindi,Bannimantap Hobli
9109,Labor 109,Irrigation Technician,41,female,part-time,2.6,Kannada,Hinkal Hobli
9110,Labor 110,Land Leveler,33,male,unavailable,3,Telugu,T. Narasipura Hobli
9111,Labor 111,Crop Duster Operator,25,female,available,4.8,Punjabi,Nanjangud Hobli
9112,Labor 112,Harvesting Laborer,35,female,part-time,4.4,Hindi,Muddur Hobli
9113,Labor 113,Seeder Operator,42,male,unavailable,5,Kannada,Kammalapura Hobli
9114,Labor 114,Fertilizer Applicator,18,female,available,1.9,Telugu,Savadatti Hobli
9115,Labor 115,Soil Preparation Laborer,35,female,part-time,4.3,Punjabi,Murgod Hobli
9116,Labor 116,Weeder,28,male,unavailable,1.7,Hindi,Kakati Hobli
9117,Labor 117,Farm Laborer,43,male,available,3.5,Kannada,Kittur Hobli
9118,Labor 118,Livestock Caretaker,57,male,part-time,2.8,Telugu,Hukeri Hobli
9119,Labor 119,Water Carrier,26,female,unavailable,3.9,Punjabi,Chinchkheda Hobli
9120,Labor 120,Plowing (Traditional & Tractor),18,male,available,3.1,Hindi,Gokak Hobli
9121,Labor 121,Leveling and Soil Tillage,38,male,part-time,2.4,Kannada,Kavoor Hobli
9122,Labor 122,Composting/Manure Application,27,male,unavailable,1.6,Telugu,Suratkal Hobli
9123,Labor 123,Mulching Techniques,28,female,available,1.3,Punjabi,Bajpe Hobli
9124,Labor 124,Seed Sowing (Manual & Machine),37,male,part-time,4.7,Hindi,Mulki Hobli
9125,Labor 125,"Seedling Transplantation (Paddy, Vegetables)",28,female,unavailable,3,Kannada,Puttur Hobli
9126,Labor 126,Nursery Management,20,male,available,4.3,Telugu,Bellare Hobli
9127,Labor 127,Seed Treatment,22,male,part-time,1.6,Punjabi,Kadaba Hobli
9128,Labor 128,"Weeding (Manual, Chemical, Mechanical)",36,female,unavailable,3.1,Hindi,Chikkamagaluru Hobli
9129,Labor 129,"Fertilizer Application (DAP, Urea, Organic)",42,male,available,1.5,Kannada,Mudigere Hobli
9130,Labor 130,Pest/Disease Identification & Management,19,female,part-time,2.7,Telugu,Kadur Hobli
9131,Labor 131,"Pruning and Training (Fruit Trees, Vineyards)",57,female,unavailable,1.2,Punjabi,Tarikere Hobli
9132,Labor 132,"Grain Harvesting (Wheat, Rice, Maize)",33,male,available,3.6,Hindi,Koppa Hobli
9133,Labor 133,"Fruit Picking (Mango, Banana, Citrus)",30,female,part-time,1.3,Kannada,N.R. Pura Hobli
9134,Labor 134,"Vegetable Harvesting (Tomato, Onion, Potato)",52,female,unavailable,4.8,Telugu,Bhadravati Hobli
9135,Labor 135,Tea/Coffee Plucking,46,male,available,4.9,Punjabi,Tumkur Hobli
9136,Labor 136,Threshing (Manual & Machine),48,male,part-time,2.9,Hindi,Sira Hobli
9137,Labor 137,Winnowing and Cleaning,18,male,unavailable,2.3,Kannada,Madhugiri Hobli
9138,Labor 138,Grading and Sorting,40,male,available,1.3,Telugu,Pavagada Hobli
9139,Labor 139,"Storage (Grain Silos, Cold Storage)",20,female,part-time,4.5,Punjabi,Tiptur Hobli
9140,Labor 140,Tractor Operations,27,male,unavailable,2.4,Hindi,Gubbi Hobli
9141,Labor 141,Plowing/Harrowing,41,female,available,4.1,Kannada,Kunigal Hobli
9142,Labor 142,Seeding/Planting Attachments,35,male,part-time,4.8,Telugu,Karwar Hobli
9143,Labor 143,Trailer Handling,32,male,unavailable,4.4,Punjabi,Bhatkal Hobli
9144,Labor 144,Drip Irrigation Setup,18,female,available,4.6,Hindi,Kumta Hobli
9145,Labor 145,Sprinkler Operation,54,female,part-time,3.1,Kannada,Honavar Hobli
9146,Labor 146,Pump Maintenance,40,male,unavailable,2,Telugu,Honavar Hobli
9147,Labor 147,Combine Harvester Operation,34,male,available,4.7,Punjabi,Jalahalli Hobli
9148,Labor 148,Power Tiller Usage,57,female,part-time,1.4,Hindi,Yelahanka Hobli
9149,Labor 149,Thresher Operation,24,male,unavailable,4.9,Kannada,Hebbal Hobli
9150,Labor 150,Animal Husbandry,21,female,available,2.7,Telugu,Hennur Hobli
9151,Labor 151,"Dairy Farming (Milking, Feed Management)",52,female,part-time,2.5,Punjabi,Banaswadi Hobli
9152,Labor 152,"Poultry Care (Vaccination, Brooding)",51,male,unavailable,4.7,Hindi,Anekal Hobli
9153,Labor 153,Goat/Sheep Rearing,29,female,available,1.2,Kannada,Koramangala Hobli
9154,Labor 154,Fisheries,24,male,part-time,4.7,Telugu,Begur Hobli
9155,Labor 155,Pond Preparation,21,female,unavailable,4.6,Punjabi,Banashankari Hobli
9156,Labor 156,Fish Feeding Techniques,39,male,available,3.6,Hindi,Nazarabad Hobli
9157,Labor 157,Net Casting/Harvesting,47,male,part-time,1.9,Kannada,Bannimantap Hobli
9158,Labor 158,Organic Farming,56,female,unavailable,3.2,Telugu,Hinkal Hobli
9159,Labor 159,Vermicomposting,23,female,available,3.3,Punjabi,T. Narasipura Hobli
9160,Labor 160,Biofertilizer Application,39,female,part-time,2.1,Hindi,Nanjangud Hobli
